RegionSegment,RegionSegmentEndUse,RegionSegmentEndUseEfficiency,RegionSegmentEndUseEfficiencyVintage,RegionSegmentEndUseEfficiencyDescriptionVintage,RegionSegmentEndUseVintage,Region,Segment,End Use,Efficiency Level,Efficiency Description,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLSingle Family Low Income,SCLSingle Family Low IncomeFreezer,SCLSingle Family Low IncomeFreezer1,SCLSingle Family Low IncomeFreezer1New,SCLSingle Family Low IncomeFreezerBelow Standard FreezerNew,SCLSingle Family Low IncomeFreezerNew,SCL,Single Family Low Income,Freezer,1,Below Standard Freezer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Central,SCLSingle Family Low IncomeHeat Central2,SCLSingle Family Low IncomeHeat Central2Existing,SCLSingle Family Low IncomeHeat CentralInstall Ductless Heat Pump in House with Existing FAF - HZ1Existing,SCLSingle Family Low IncomeHeat CentralExisting,SCL,Single Family Low Income,Heat Central,2,Install Ductless Heat Pump in House with Existing FAF - HZ1,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Central,SCLSingle Family Low IncomeHeat Central1,SCLSingle Family Low IncomeHeat Central1Existing,SCLSingle Family Low IncomeHeat CentralStandard Electric Furnace HSPF = 1Existing,SCLSingle Family Low IncomeHeat CentralExisting,SCL,Single Family Low Income,Heat Central,1,Standard Electric Furnace HSPF = 1,Existing,453.6882962,453.404223,453.0907344,452.7499368,452.3841625,451.9959692,451.5881406,451.1636859,450.7258401,450.2780637,449.8125004,449.3350394,448.8520473,448.3703683,447.8973242,447.440714,446.9522557,446.5021332,446.1081745,445.7925678,445.583282
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Central,SCLSingle Family Low IncomeHeat Central2,SCLSingle Family Low IncomeHeat Central2New,SCLSingle Family Low IncomeHeat CentralInstall Ductless Heat Pump in House with Existing FAF - HZ1New,SCLSingle Family Low IncomeHeat CentralNew,SCL,Single Family Low Income,Heat Central,2,Install Ductless Heat Pump in House with Existing FAF - HZ1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Central,SCLSingle Family Low IncomeHeat Central1,SCLSingle Family Low IncomeHeat Central1New,SCLSingle Family Low IncomeHeat CentralStandard Electric Furnace HSPF = 1New,SCLSingle Family Low IncomeHeat CentralNew,SCL,Single Family Low Income,Heat Central,1,Standard Electric Furnace HSPF = 1,New,0,11.49825545,24.64959744,37.30264672,47.20888864,57.45720161,69.56084465,82.78046166,96.69467099,109.8222645,121.9509967,134.0513425,146.1217902,158.1608259,170.1669345,182.1386,194.0743056,205.9725346,217.8317704,229.6504973,241.480899
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump7,SCLSingle Family Low IncomeHeat Pump7Existing,SCLSingle Family Low IncomeHeat PumpGround Source Heat Pump Upgrade from Air Source Heat PumpExisting,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,7,Ground Source Heat Pump Upgrade from Air Source Heat Pump,Existing,43.55608802,53.01105608,62.37371088,71.66367918,80.89819251,90.09236409,99.25943447,108.4109893,117.5571524,126.706757,135.8863714,145.1027859,154.3619003,163.6688299,173.0279989,182.4432236,191.8996668,201.3956404,210.928648,220.4954349,230.0920316
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump6,SCLSingle Family Low IncomeHeat Pump6Existing,SCLSingle Family Low IncomeHeat PumpHVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1Existing,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,6,HVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1,Existing,40.37106111,48.91035356,57.32785682,65.64425034,73.87775425,82.04441162,90.15833889,98.23194796,106.2761432,114.3004963,122.3308944,130.3746862,138.4383016,146.5273591,154.6467622,162.8007832,170.9763443,179.1725945,187.3879025,195.6199091,203.865573
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump5,SCLSingle Family Low IncomeHeat Pump5Existing,SCLSingle Family Low IncomeHeat PumpHVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1Existing,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,5,HVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1,Existing,171.9957258,208.3762856,244.2379782,279.6689057,314.7466926,349.5396885,384.1080345,418.50461,452.7758718,486.9625982,521.1750791,555.4446222,589.7986206,624.2610125,658.8526875,693.5918476,728.4227767,763.3418489,798.3421147,833.4135227,868.5431156
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump4,SCLSingle Family Low IncomeHeat Pump4Existing,SCLSingle Family Low IncomeHeat PumpMarket Average Heat PumpExisting,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,4,Market Average Heat Pump,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump3,SCLSingle Family Low IncomeHeat Pump3Existing,SCLSingle Family Low IncomeHeat PumpFederal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System)Existing,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,3,Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Existing,97.02845626,117.5519288,313.8922714,506.0028483,694.348267,879.3461009,1061.371861,1240.76343,1417.825015,1592.830677,1766.346209,1938.594402,2109.77637,2280.073785,2449.650878,2618.656221,2786.91835,2954.484848,3121.385585,3287.633853,3453.227389
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump2,SCLSingle Family Low IncomeHeat Pump2Existing,SCLSingle Family Low IncomeHeat PumpFederal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System)Existing,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,2,Federal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System),Existing,217.6298662,376.0718469,355.1789666,335.4468017,316.8108683,299.2102645,282.587472,266.888168,252.0610476,238.0576561,224.8322307,212.3415512,200.5447984,189.4034207,178.8810084,168.9431746,159.5574427,150.6931403,142.3212992,134.4145604,126.9470848
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump1,SCLSingle Family Low IncomeHeat Pump1Existing,SCLSingle Family Low IncomeHeat PumpBelow Standard Heat Pump - SEER/EER 10/9.2 and HSPF 7.2 (Split System)Existing,SCLSingle Family Low IncomeHeat PumpExisting,SCL,Single Family Low Income,Heat Pump,1,Below Standard Heat Pump - SEER/EER 10/9.2 and HSPF 7.2 (Split System),Existing,420.8877238,374.1224211,332.5532632,295.6029007,262.7581339,233.5627857,207.6113651,184.5434356,164.0386094,145.8120973,129.6107531,115.2095583,102.4084963,91.02977449,80.9153551,71.92476009,63.93312008,56.82944007,50.51505784,44.90227364,39.91313212
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump7,SCLSingle Family Low IncomeHeat Pump7New,SCLSingle Family Low IncomeHeat PumpGround Source Heat Pump Upgrade from Air Source Heat PumpNew,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,7,Ground Source Heat Pump Upgrade from Air Source Heat Pump,New,0,0.928463425,2.038103437,3.15301128,4.066296323,5.048754266,6.250367538,7.6105443,9.093995942,10.5469273,11.96736993,13.45997657,15.02540029,16.66428114,18.37724597,20.16490815,22.02786732,23.96670915,25.98200508,28.07431205,30.25360826
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump6,SCLSingle Family Low IncomeHeat Pump6New,SCLSingle Family Low IncomeHeat PumpHVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1New,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,6,HVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1,New,0,0.860569794,1.884286743,2.907438045,3.738537446,4.629904374,5.720411373,6.95299051,8.294389177,9.601725932,10.87365418,12.20763544,13.60417198,15.0637564,16.5868713,18.17398907,19.82557155,21.54206974,23.32392357,25.17156154,27.09414652
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump5,SCLSingle Family Low IncomeHeat Pump5New,SCLSingle Family Low IncomeHeat PumpHVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1New,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,5,HVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1,New,0,3.666347185,8.027761893,12.38676673,15.92755909,19.72511352,24.37107866,29.62232392,35.33718082,40.90692132,46.32580841,52.00906441,57.95882916,64.17720127,70.6662369,77.42794852,84.46430374,91.77722405,99.36858365,107.2402082,115.4311348
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump4,SCLSingle Family Low IncomeHeat Pump4New,SCLSingle Family Low IncomeHeat PumpMarket Average Heat PumpNew,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,4,Market Average Heat Pump,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump3,SCLSingle Family Low IncomeHeat Pump3New,SCLSingle Family Low IncomeHeat PumpFederal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System)New,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,3,Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),New,0,15.67926856,34.33101895,52.97246345,68.11479218,84.35517333,104.2238141,126.6809576,151.1207533,174.9399534,198.1140232,222.4186765,247.8630643,274.4561613,302.2067608,331.1234692,361.214701,392.4886737,424.9534022,458.6166939,493.6454927
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump2,SCLSingle Family Low IncomeHeat Pump2New,SCLSingle Family Low IncomeHeat PumpFederal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System)New,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,2,Federal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System),New,0,2.34642E-15,2.21606E-15,2.09295E-15,1.97667E-15,1.86686E-15,1.76314E-15,1.66519E-15,1.57268E-15,1.48531E-15,1.40279E-15,1.32486E-15,1.25126E-15,1.18174E-15,1.11609E-15,1.05408E-15,9.95523E-16,9.40217E-16,8.87982E-16,8.3865E-16,7.92058E-16
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCLSingle Family Low IncomeHeat Pump1,SCLSingle Family Low IncomeHeat Pump1New,SCLSingle Family Low IncomeHeat PumpBelow Standard Heat Pump - SEER/EER 10/9.2 and HSPF 7.2 (Split System)New,SCLSingle Family Low IncomeHeat PumpNew,SCL,Single Family Low Income,Heat Pump,1,Below Standard Heat Pump - SEER/EER 10/9.2 and HSPF 7.2 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCLSingle Family Low IncomeHeat Room3,SCLSingle Family Low IncomeHeat Room3Existing,SCLSingle Family Low IncomeHeat RoomZonal to Ductless Heat PumpExisting,SCLSingle Family Low IncomeHeat RoomExisting,SCL,Single Family Low Income,Heat Room,3,Zonal to Ductless Heat Pump,Existing,415.8122166,412.1865635,423.8620963,449.8187361,489.1044091,540.8305129,604.1676857,678.3418561,762.6305575,856.3594881,965.7445153,1089.741899,1227.377483,1377.742054,1539.987012,1713.320331,1897.002788,2090.34444,2292.70134,2503.472472,2722.096888
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCLSingle Family Low IncomeHeat Room2,SCLSingle Family Low IncomeHeat Room2Existing,SCLSingle Family Low IncomeHeat RoomMarket Average Zonal HeatingExisting,SCLSingle Family Low IncomeHeat RoomExisting,SCL,Single Family Low Income,Heat Room,2,Market Average Zonal Heating,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCLSingle Family Low IncomeHeat Room1,SCLSingle Family Low IncomeHeat Room1Existing,SCLSingle Family Low IncomeHeat RoomStandard Baseboard Zonal HeatingExisting,SCLSingle Family Low IncomeHeat RoomExisting,SCL,Single Family Low Income,Heat Room,1,Standard Baseboard Zonal Heating,Existing,6812.736168,6816.361821,6804.686288,6778.729648,6739.443975,6687.717872,6624.380699,6550.206528,6465.917827,6372.188896,6262.803869,6138.806485,6001.170901,5850.806331,5688.561373,5515.228053,5331.545597,5138.203945,4935.847045,4725.075912,4506.451496
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCLSingle Family Low IncomeHeat Room3,SCLSingle Family Low IncomeHeat Room3New,SCLSingle Family Low IncomeHeat RoomZonal to Ductless Heat PumpNew,SCLSingle Family Low IncomeHeat RoomNew,SCL,Single Family Low Income,Heat Room,3,Zonal to Ductless Heat Pump,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCLSingle Family Low IncomeHeat Room2,SCLSingle Family Low IncomeHeat Room2New,SCLSingle Family Low IncomeHeat RoomMarket Average Zonal HeatingNew,SCLSingle Family Low IncomeHeat RoomNew,SCL,Single Family Low Income,Heat Room,2,Market Average Zonal Heating,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCLSingle Family Low IncomeHeat Room1,SCLSingle Family Low IncomeHeat Room1New,SCLSingle Family Low IncomeHeat RoomStandard Baseboard Zonal HeatingNew,SCLSingle Family Low IncomeHeat RoomNew,SCL,Single Family Low Income,Heat Room,1,Standard Baseboard Zonal Heating,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeHome Audio System,SCLSingle Family Low IncomeHome Audio System2,SCLSingle Family Low IncomeHome Audio System2Existing,SCLSingle Family Low IncomeHome Audio SystemENERGY STAR Home Audio SystemExisting,SCLSingle Family Low IncomeHome Audio SystemExisting,SCL,Single Family Low Income,Home Audio System,2,ENERGY STAR Home Audio System,Existing,1247.121391,1247.121397,1247.121401,1247.121405,1247.121408,1247.121411,1247.121413,1247.121415,1247.121416,1247.121417,1247.121419,1247.121419,1247.12142,1247.121421,1247.121421,1247.121422,1247.121422,1247.121422,1247.121423,1247.121423,1247.121423
SCLSingle Family Low Income,SCLSingle Family Low IncomeHome Audio System,SCLSingle Family Low IncomeHome Audio System1,SCLSingle Family Low IncomeHome Audio System1Existing,SCLSingle Family Low IncomeHome Audio SystemStandard Home Audio SystemExisting,SCLSingle Family Low IncomeHome Audio SystemExisting,SCL,Single Family Low Income,Home Audio System,1,Standard Home Audio System,Existing,29502.70291,29502.70291,29502.7029,29502.7029,29502.70289,29502.70289,29502.70289,29502.70289,29502.70289,29502.70289,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288,29502.70288
SCLSingle Family Low Income,SCLSingle Family Low IncomeHome Audio System,SCLSingle Family Low IncomeHome Audio System2,SCLSingle Family Low IncomeHome Audio System2New,SCLSingle Family Low IncomeHome Audio SystemENERGY STAR Home Audio SystemNew,SCLSingle Family Low IncomeHome Audio SystemNew,SCL,Single Family Low Income,Home Audio System,2,ENERGY STAR Home Audio System,New,0,4.746160805,10.19853145,15.46747678,19.61089798,23.9164886,29.02430502,34.62814284,40.55304935,46.16835277,51.39518421,56.64906402,61.92974136,67.23695884,72.57045249,77.92995175,83.31517944,88.72585177,94.16167833,99.62236206,105.1326103
SCLSingle Family Low Income,SCLSingle Family Low IncomeHome Audio System,SCLSingle Family Low IncomeHome Audio System1,SCLSingle Family Low IncomeHome Audio System1New,SCLSingle Family Low IncomeHome Audio SystemStandard Home Audio SystemNew,SCLSingle Family Low IncomeHome Audio SystemNew,SCL,Single Family Low Income,Home Audio System,1,Standard Home Audio System,New,0,112.2782188,241.2629896,365.9085339,463.9279586,565.783767,686.6175425,819.1855179,959.3488998,1092.188113,1215.837384,1340.126528,1465.049613,1590.600547,1716.773088,1843.560834,1970.957228,2098.955557,2227.54895,2356.730381,2487.084341
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard6,SCLSingle Family Low IncomeLighting Exterior Standard6Existing,SCLSingle Family Low IncomeLighting Exterior StandardLEDExisting,SCLSingle Family Low IncomeLighting Exterior StandardExisting,SCL,Single Family Low Income,Lighting Exterior Standard,6,LED,Existing,144463.6749,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567,167649.3567
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard5,SCLSingle Family Low IncomeLighting Exterior Standard5Existing,SCLSingle Family Low IncomeLighting Exterior StandardMarket Average Lighting ExteriorExisting,SCLSingle Family Low IncomeLighting Exterior StandardExisting,SCL,Single Family Low Income,Lighting Exterior Standard,5,Market Average Lighting Exterior,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard4,SCLSingle Family Low IncomeLighting Exterior Standard4Existing,SCLSingle Family Low IncomeLighting Exterior StandardCFLExisting,SCLSingle Family Low IncomeLighting Exterior StandardExisting,SCL,Single Family Low Income,Lighting Exterior Standard,4,CFL,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard3,SCLSingle Family Low IncomeLighting Exterior Standard3Existing,SCLSingle Family Low IncomeLighting Exterior StandardEISA 2020 Backstop Exterior LampExisting,SCLSingle Family Low IncomeLighting Exterior StandardExisting,SCL,Single Family Low Income,Lighting Exterior Standard,3,EISA 2020 Backstop Exterior Lamp,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard2,SCLSingle Family Low IncomeLighting Exterior Standard2Existing,SCLSingle Family Low IncomeLighting Exterior StandardHalogen - EISA StandardExisting,SCLSingle Family Low IncomeLighting Exterior StandardExisting,SCL,Single Family Low Income,Lighting Exterior Standard,2,Halogen - EISA Standard,Existing,22479.98946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard1,SCLSingle Family Low IncomeLighting Exterior Standard1Existing,SCLSingle Family Low IncomeLighting Exterior StandardIncandescent - Below StandardExisting,SCLSingle Family Low IncomeLighting Exterior StandardExisting,SCL,Single Family Low Income,Lighting Exterior Standard,1,Incandescent - Below Standard,Existing,705.6923659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard6,SCLSingle Family Low IncomeLighting Exterior Standard6New,SCLSingle Family Low IncomeLighting Exterior StandardLEDNew,SCLSingle Family Low IncomeLighting Exterior StandardNew,SCL,Single Family Low Income,Lighting Exterior Standard,6,LED,New,0,638.0219369,1370.978998,2079.278369,2636.274587,3215.071088,3901.710049,4655.028701,5451.508316,6206.368277,6909.006317,7615.280443,8325.156935,9038.601193,9755.577733,10476.05018,11199.98128,11927.33288,12658.06593,13392.14052,14132.878
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard5,SCLSingle Family Low IncomeLighting Exterior Standard5New,SCLSingle Family Low IncomeLighting Exterior StandardMarket Average Lighting ExteriorNew,SCLSingle Family Low IncomeLighting Exterior StandardNew,SCL,Single Family Low Income,Lighting Exterior Standard,5,Market Average Lighting Exterior,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard4,SCLSingle Family Low IncomeLighting Exterior Standard4New,SCLSingle Family Low IncomeLighting Exterior StandardCFLNew,SCLSingle Family Low IncomeLighting Exterior StandardNew,SCL,Single Family Low Income,Lighting Exterior Standard,4,CFL,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard3,SCLSingle Family Low IncomeLighting Exterior Standard3New,SCLSingle Family Low IncomeLighting Exterior StandardEISA 2020 Backstop Exterior LampNew,SCLSingle Family Low IncomeLighting Exterior StandardNew,SCL,Single Family Low Income,Lighting Exterior Standard,3,EISA 2020 Backstop Exterior Lamp,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard2,SCLSingle Family Low IncomeLighting Exterior Standard2New,SCLSingle Family Low IncomeLighting Exterior StandardHalogen - EISA StandardNew,SCLSingle Family Low IncomeLighting Exterior StandardNew,SCL,Single Family Low Income,Lighting Exterior Standard,2,Halogen - EISA Standard,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCLSingle Family Low IncomeLighting Exterior Standard1,SCLSingle Family Low IncomeLighting Exterior Standard1New,SCLSingle Family Low IncomeLighting Exterior StandardIncandescent - Below StandardNew,SCLSingle Family Low IncomeLighting Exterior StandardNew,SCL,Single Family Low Income,Lighting Exterior Standard,1,Incandescent - Below Standard,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent3,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent3Existing,SCLSingle Family Low IncomeLighting Interior Linear FluorescentTLED Linear LampExisting,SCLSingle Family Low IncomeLighting Interior Linear FluorescentExisting,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,3,TLED Linear Lamp,Existing,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199,15754.88199
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent2,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent2Existing,SCLSingle Family Low IncomeLighting Interior Linear FluorescentMarket Average Linear FluorescentExisting,SCLSingle Family Low IncomeLighting Interior Linear FluorescentExisting,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,2,Market Average Linear Fluorescent,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent1,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent1Existing,SCLSingle Family Low IncomeLighting Interior Linear FluorescentFederal Standard 2018 T8 Linear Fluorescent LampExisting,SCLSingle Family Low IncomeLighting Interior Linear FluorescentExisting,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,1,Federal Standard 2018 T8 Linear Fluorescent Lamp,Existing,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379,141793.9379
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent3,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent3New,SCLSingle Family Low IncomeLighting Interior Linear FluorescentTLED Linear LampNew,SCLSingle Family Low IncomeLighting Interior Linear FluorescentNew,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,3,TLED Linear Lamp,New,0,59.95823973,128.8380269,195.4006025,247.7444341,302.1369515,366.6639859,437.4572576,512.3065894,583.244706,649.275257,715.6475099,782.3582959,849.4043635,916.7823779,984.488921,1052.520491,1120.873504,1189.54429,1258.529096,1328.140051
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent2,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent2New,SCLSingle Family Low IncomeLighting Interior Linear FluorescentMarket Average Linear FluorescentNew,SCLSingle Family Low IncomeLighting Interior Linear FluorescentNew,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,2,Market Average Linear Fluorescent,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent1,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent1New,SCLSingle Family Low IncomeLighting Interior Linear FluorescentFederal Standard 2018 T8 Linear Fluorescent LampNew,SCLSingle Family Low IncomeLighting Interior Linear FluorescentNew,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,1,Federal Standard 2018 T8 Linear Fluorescent Lamp,New,0,539.6241576,1159.542242,1758.605423,2229.699907,2719.232564,3299.975873,3937.115318,4610.759305,5249.202354,5843.477313,6440.827589,7041.224663,7644.639271,8251.041401,8860.400289,9472.684422,10087.86153,10705.89861,11326.76187,11953.26045
